T,M
12361, 0.036
12362, 0.039
12363, 0.037
12364, 0.037
12365, 0.031
12366, 0.030
12367, 0.031
12368, 0.035
12369, 0.034
12370, 0.038
12371, 0.044
12372, 0.060
12373, 0.065
12374, 0.072
12375, 0.078
12376, 0.079
12377, 0.085
12378, 0.083
12379, 0.084
12380, 0.090
12381, 0.097
12382, 0.101
12383, 0.098
12384, 0.097
12385, 0.104
12386, 0.106
12387, 0.101
12388, 0.109
12389, 0.108
12390, 0.110
12391, 0.112
12392, 0.114
12393, 0.115
12394, 0.108
12395, 0.113
12396, 0.120
12397, 0.119
12398, 0.113
12399, 0.129
12400, 0.123
12401, 0.130
12402, 0.125
12403, 0.137
12404, 0.141
12405, 0.141
12406, 0.135
12407, 0.135
12408, 0.132
12409, 0.124
12410, 0.123
12411, 0.121
12412, 0.107
12413, 0.096
12414, 0.091
12415, 0.099
12416, 0.104
12417, 0.096
12418, 0.106
12419, 0.105
12420, 0.103
12421, 0.100
12422, 0.099
12423, 0.095
12424, 0.090
12425, 0.087
12426, 0.086
12427, 0.095
12428, 0.092
12429, 0.094
12430, 0.087
12431, 0.093
12432, 0.079
12433, 0.082
12434, 0.078
12435, 0.075
12436, 0.089
12437, 0.096
12438, 0.092
12439, 0.091
12440, 0.091
12441, 0.086
12442, 0.080
12443, 0.076
12444, 0.079
12445, 0.096
12446, 0.092
12447, 0.098
12448, 0.096
12449, 0.095
12450, 0.101
12451, 0.098
12452, 0.100
12453, 0.095
12454, 0.096
12455, 0.095
12456, 0.087
12457, 0.087
12458, 0.086
12459, 0.078
12460, 0.085
12461, 0.083
12462, 0.074
12463, 0.071
12464, 0.077
12465, 0.084
12466, 0.083
12467, 0.083
12468, 0.089
12469, 0.092
12470, 0.081
12471, 0.084
12472, 0.084
12473, 0.074
12474, 0.067
12475, 0.066
12476, 0.063
12477, 0.058
12478, 0.062
12479, 0.062
12480, 0.052
12481, 0.057
12482, 0.066
12483, 0.059
12484, 0.066
12485, 0.062
12486, 0.055
12487, 0.060
12488, 0.053
12489, 0.057
12490, 0.056
12491, 0.061
12492, 0.061
12493, 0.065
12494, 0.071
12495, 0.066
12496, 0.056
12497, 0.051
12498, 0.045
12499, 0.036
12500, 0.047
12501, 0.054
12502, 0.039
12503, 0.041
12504, 0.045
12505, 0.049
12506, 0.050
12507, 0.057
12508, 0.064
12509, 0.058
12510, 0.062
12511, 0.062
12512, 0.071
12513, 0.069
12514, 0.067
12515, 0.070
12516, 0.070
12517, 0.056
12518, 0.066
12519, 0.060
12520, 0.066
12521, 0.054
12522, 0.061
12523, 0.059
12524, 0.059
12525, 0.062
12526, 0.065
12527, 0.077
12528, 0.077
12529, 0.081
12530, 0.087
12531, 0.076
12532, 0.075
12533, 0.076
12534, 0.074
12535, 0.070
12536, 0.067
12537, 0.060
12538, 0.073
12539, 0.066
12540, 0.061
12541, 0.062
12542, 0.053
12543, 0.061
12544, 0.062
12545, 0.074
12546, 0.077
12547, 0.075
12548, 0.064
12549, 0.066
12550, 0.070
12551, 0.056
12552, 0.063
12553, 0.064
12554, 0.059
12555, 0.059
12556, 0.073
12557, 0.074
12558, 0.078
12559, 0.081
12560, 0.080
12561, 0.080
12562, 0.069
12563, 0.083
12564, 0.081
12565, 0.078
12566, 0.078
12567, 0.075
12568, 0.079
12569, 0.069
12570, 0.063
12571, 0.057
12572, 0.050
12573, 0.048
12574, 0.044
12575, 0.046
12576, 0.046
12577, 0.026
12578, 0.020
12579, 0.020
12580, 0.017
12581, 0.019
12582, 0.008
12583, 0.007
12584, 0.007
12585, 0.010
12586, 0.006
12587, 0.007
12588, 0.009
12589, 0.008
12590, 0.007
12591, 0.004
12592, 0.006
12593, -0.003
12594, -0.016
12595, -0.004
12596, -0.007
12597, -0.014
12598, -0.013
12599, -0.022
12600, -0.022
12601, -0.028
12602, -0.032
12603, -0.027
12604, -0.024
12605, -0.025
12606, -0.029
12607, -0.033
12608, -0.046
12609, -0.043
12610, -0.041
12611, -0.032
12612, -0.034
12613, -0.041
12614, -0.056
12615, -0.056
12616, -0.062
12617, -0.067
12618, -0.061
12619, -0.063
12620, -0.052
12621, -0.051
12622, -0.041
12623, -0.048
12624, -0.045
12625, -0.041
12626, -0.040
12627, -0.040
12628, -0.029
12629, -0.034
12630, -0.035
12631, -0.030
12632, -0.036
12633, -0.033
12634, -0.030
12635, -0.030
12636, -0.026
12637, -0.031
12638, -0.027
12639, -0.021
12640, -0.038
12641, -0.048
12642, -0.059
12643, -0.057
12644, -0.066
12645, -0.058
12646, -0.064
12647, -0.066
12648, -0.061
12649, -0.069
12650, -0.065
12651, -0.063
12652, -0.052
12653, -0.055
12654, -0.045
12655, -0.026
12656, -0.032
12657, -0.038
12658, -0.040
12659, -0.041
12660, -0.042
12661, -0.049
12662, -0.033
12663, -0.032
12664, -0.028
12665, -0.027
12666, -0.022
12667, -0.023
12668, -0.025
12669, -0.023
12670, -0.018
12671, -0.024
12672, -0.030
12673, -0.031
12674, -0.022
12675, -0.026
12676, -0.026
12677, -0.021
12678, -0.018
12679, -0.021
12680, -0.015
12681, -0.027
12682, -0.029
12683, -0.031
12684, -0.026
12685, -0.027
12686, -0.037
12687, -0.031
12688, -0.027
12689, -0.023
12690, -0.022
12691, -0.023
12692, -0.019
12693, -0.015
12694, -0.011
12695, -0.014
12696, -0.015
12697, -0.009
12698, -0.019
12699, -0.016
12700, -0.014
12701, -0.010
12702, -0.007
12703, 0.002
12704, 0.007
12705, 0.017
12706, 0.029
12707, 0.028
12708, 0.029
12709, 0.014
12710, 0.017
12711, 0.012
12712, 0.011
12713, 0.017
12714, 0.015
12715, 0.016
12716, 0.009
12717, 0.010
12718, 0.012
12719, 0.018
12720, 0.019
12721, 0.023
12722, 0.020
12723, 0.030
12724, 0.033
12725, 0.025
12726, 0.024
12727, 0.019
12728, 0.013
12729, 0.019
12730, 0.017
12731, 0.029
12732, 0.029
12733, 0.028
12734, 0.025
12735, 0.029
12736, 0.039
12737, 0.049
12738, 0.052
12739, 0.049
12740, 0.058
12741, 0.050
12742, 0.040
12743, 0.051
12744, 0.055
12745, 0.076
12746, 0.073
12747, 0.080
12748, 0.078
12749, 0.086
12750, 0.086
12751, 0.088
12752, 0.099
12753, 0.095
12754, 0.089
12755, 0.087
12756, 0.092
12757, 0.090
12758, 0.091
12759, 0.093
12760, 0.091
12761, 0.095
12762, 0.090
12763, 0.087
12764, 0.084
12765, 0.085
12766, 0.086
12767, 0.076
12768, 0.071
12769, 0.064
12770, 0.066
12771, 0.067
12772, 0.072
12773, 0.073
12774, 0.078
12775, 0.068
12776, 0.069
12777, 0.076
12778, 0.072
12779, 0.080
12780, 0.074
12781, 0.065
12782, 0.061
12783, 0.064
12784, 0.073
12785, 0.079
12786, 0.073
12787, 0.078
12788, 0.077
12789, 0.083
12790, 0.083
12791, 0.077
12792, 0.069
12793, 0.068
12794, 0.081
12795, 0.087
12796, 0.090
12797, 0.084
12798, 0.081
12799, 0.091
12800, 0.091
12801, 0.090
12802, 0.096
12803, 0.084
12804, 0.083
12805, 0.090
12806, 0.106
12807, 0.107
12808, 0.093
12809, 0.094
12810, 0.098
12811, 0.092
12812, 0.097
12813, 0.094
12814, 0.098
12815, 0.100
12816, 0.100
12817, 0.098
12818, 0.103
12819, 0.102
12820, 0.095
12821, 0.103
12822, 0.106
12823, 0.097
12824, 0.101
12825, 0.093
12826, 0.086
12827, 0.081
12828, 0.076
12829, 0.070
12830, 0.067
12831, 0.071
12832, 0.070
12833, 0.063
12834, 0.051
12835, 0.048
12836, 0.051
12837, 0.058
12838, 0.058
12839, 0.064
12840, 0.065
12841, 0.063
12842, 0.057
12843, 0.054
12844, 0.053
12845, 0.051
12846, 0.050
12847, 0.049
12848, 0.048
12849, 0.057
12850, 0.071
12851, 0.095
12852, 0.074
12853, 0.078
12854, 0.076
12855, 0.061
12856, 0.073
12857, 0.085
12858, 0.093
12859, 0.092
12860, 0.096
12861, 0.093
12862, 0.093
12863, 0.090
12864, 0.083
12865, 0.077
12866, 0.086
12867, 0.087
12868, 0.079
12869, 0.090
12870, 0.087
12871, 0.091
12872, 0.096
12873, 0.087
12874, 0.079
12875, 0.082
12876, 0.084
12877, 0.081
12878, 0.069
12879, 0.064
12880, 0.059
12881, 0.066
12882, 0.068
12883, 0.074
12884, 0.072
12885, 0.075
12886, 0.079
12887, 0.089
12888, 0.079
12889, 0.076
12890, 0.077
12891, 0.075
12892, 0.078
12893, 0.088
12894, 0.078
12895, 0.086
12896, 0.080
12897, 0.082
12898, 0.084
12899, 0.085
12900, 0.083
12901, 0.084
12902, 0.074
12903, 0.080
12904, 0.082
12905, 0.084
12906, 0.084
12907, 0.081
12908, 0.095
12909, 0.091
12910, 0.097
12911, 0.102
12912, 0.101
12913, 0.101
12914, 0.110
12915, 0.108
12916, 0.098
12917, 0.101
12918, 0.102
12919, 0.104
12920, 0.113
12921, 0.116
12922, 0.120
12923, 0.116
12924, 0.108
12925, 0.101
12926, 0.097
12927, 0.099
12928, 0.096
12929, 0.088
12930, 0.089
12931, 0.085
12932, 0.080
12933, 0.069
12934, 0.068
12935, 0.056
12936, 0.048
12937, 0.043
12938, 0.039
12939, 0.045
12940, 0.039
12941, 0.039
12942, 0.042
12943, 0.041
12944, 0.042
12945, 0.043
12946, 0.030
12947, 0.027
12948, 0.019
12949, 0.014
12950, 0.017
12951, 0.016
12952, 0.020
12953, 0.012
12954, 0.010
12955, 0.012
12956, 0.010
12957, 0.013
12958, 0.013
12959, 0.011
12960, 0.003
12961, 0.009
12962, 0.010
12963, 0.008
12964, 0.001
12965, -0.012
12966, -0.005
12967, -0.006
12968, -0.001
12969, 0.002
12970, 0.007
12971, 0.008
12972, -0.004
12973, -0.016
12974, -0.013
12975, -0.014
12976, -0.018
12977, -0.016
12978, -0.027
12979, -0.045
12980, -0.051
12981, -0.046
12982, -0.033
12983, -0.034
12984, -0.040
12985, -0.045
12986, -0.035
12987, -0.032
12988, -0.035
12989, -0.026
12990, -0.030
12991, -0.031
12992, -0.027
12993, -0.018
12994, -0.015
12995, -0.016
12996, -0.006
12997, -0.010
12998, 0.002
12999, 0.007
13000, 0.009
13001, 0.011
13002, 0.000
13003, -0.005
13004, 0.002
13005, 0.002
13006, 0.008
13007, 0.004
13008, 0.005
13009, 0.013
13010, -0.008
13011, -0.019
13012, -0.031
13013, -0.022
13014, -0.019
13015, -0.007
13016, -0.013
13017, -0.009
13018, -0.019
13019, -0.024
13020, -0.026
13021, -0.025
13022, -0.029
13023, -0.030
13024, -0.043
13025, -0.054
13026, -0.048
13027, -0.053
13028, -0.050
13029, -0.059
13030, -0.067
13031, -0.069
13032, -0.070
13033, -0.070
13034, -0.071
13035, -0.077
13036, -0.075
13037, -0.072
13038, -0.084
13039, -0.076
13040, -0.072
13041, -0.074
13042, -0.072
13043, -0.085
13044, -0.091
13045, -0.087
13046, -0.092
13047, -0.098
13048, -0.093
13049, -0.095
13050, -0.100
13051, -0.099
13052, -0.094
13053, -0.102
13054, -0.098
13055, -0.097
13056, -0.103
13057, -0.103
13058, -0.107
13059, -0.103
13060, -0.109
13061, -0.095
13062, -0.089
13063, -0.091
13064, -0.092
13065, -0.093
13066, -0.086
13067, -0.080
13068, -0.077
13069, -0.071
13070, -0.074
13071, -0.076
13072, -0.072
13073, -0.064
13074, -0.077
13075, -0.081
13076, -0.078
13077, -0.083
13078, -0.082
13079, -0.074
13080, -0.064
13081, -0.060
13082, -0.063
13083, -0.065
13084, -0.059
13085, -0.064
13086, -0.067
13087, -0.070
13088, -0.078
13089, -0.078
13090, -0.078
13091, -0.082
13092, -0.088
13093, -0.079
13094, -0.079
13095, -0.086
13096, -0.073
13097, -0.077
13098, -0.090
13099, -0.096
13100, -0.095
13101, -0.087
13102, -0.089
13103, -0.085
13104, -0.091
13105, -0.091
13106, -0.098
13107, -0.091
13108, -0.081
13109, -0.080
13110, -0.077
13111, -0.084
13112, -0.078
13113, -0.082
13114, -0.075
13115, -0.072
13116, -0.077
13117, -0.090
13118, -0.087
13119, -0.079
13120, -0.080
13121, -0.094
13122, -0.091
13123, -0.095
13124, -0.092
13125, -0.088
13126, -0.096
13127, -0.094
13128, -0.086
13129, -0.092
13130, -0.089
13131, -0.092
13132, -0.099
13133, -0.094
13134, -0.092
13135, -0.097
13136, -0.081
13137, -0.082
13138, -0.087
13139, -0.091
13140, -0.092
13141, -0.098
13142, -0.097
13143, -0.093
13144, -0.096
13145, -0.091
13146, -0.101
13147, -0.100
13148, -0.102
13149, -0.102
13150, -0.098
13151, -0.096
13152, -0.100
13153, -0.091
13154, -0.096
13155, -0.098
13156, -0.093
13157, -0.090
13158, -0.080
13159, -0.076
13160, -0.079
13161, -0.073
13162, -0.071
13163, -0.068
13164, -0.058
13165, -0.057
13166, -0.058
13167, -0.060
13168, -0.064
13169, -0.069
13170, -0.070
13171, -0.066
13172, -0.067
13173, -0.067
13174, -0.075
13175, -0.075
13176, -0.087
13177, -0.086
13178, -0.087
13179, -0.094
13180, -0.092
13181, -0.087
13182, -0.076
13183, -0.069
13184, -0.066
13185, -0.072
13186, -0.072
13187, -0.078
13188, -0.084
13189, -0.080
13190, -0.088
13191, -0.085
13192, -0.074
13193, -0.085
13194, -0.087
13195, -0.086
13196, -0.083
13197, -0.083
13198, -0.081
13199, -0.076
13200, -0.081
13201, -0.074
13202, -0.070
13203, -0.062
13204, -0.054
13205, -0.061
13206, -0.055
13207, -0.055
13208, -0.049
13209, -0.048
13210, -0.062
13211, -0.056
13212, -0.055
13213, -0.052
13214, -0.054
13215, -0.057
13216, -0.057
13217, -0.060
13218, -0.058
13219, -0.055
13220, -0.057
13221, -0.055
13222, -0.055
13223, -0.058
13224, -0.053
13225, -0.058
13226, -0.052
13227, -0.046
13228, -0.051
13229, -0.046
13230, -0.050
13231, -0.047
13232, -0.041
13233, -0.052
13234, -0.050
13235, -0.045
13236, -0.038
13237, -0.028
13238, -0.032
13239, -0.033
13240, -0.044
13241, -0.028
13242, -0.028
13243, -0.029
13244, -0.023
13245, -0.020
13246, -0.016
13247, -0.019
13248, -0.027
13249, -0.033
13250, -0.030
13251, -0.030
13252, -0.036
13253, -0.037
13254, -0.045
13255, -0.045
13256, -0.041
13257, -0.042
13258, -0.038
13259, -0.043
13260, -0.037
13261, -0.033
13262, -0.041
13263, -0.047
13264, -0.036
13265, -0.032
13266, -0.020
13267, -0.010
13268, 0.001
13269, 0.011
13270, 0.002
13271, -0.002
13272, -0.003
13273, 0.004
13274, -0.005
13275, 0.004
13276, 0.000
13277, -0.008
13278, -0.003
13279, 0.002
13280, 0.005
13281, 0.009
13282, 0.006
13283, 0.003
13284, 0.004
13285, -0.002
13286, -0.009
13287, -0.010
13288, -0.008
13289, -0.006
13290, 0.001
13291, 0.009
13292, -0.003
13293, 0.005
13294, 0.008
13295, 0.010
13296, 0.006
13297, 0.016
13298, 0.014
13299, 0.015
13300, 0.012
13301, 0.019
13302, 0.008
13303, 0.011
13304, 0.025
13305, 0.028
13306, 0.037
13307, 0.032
13308, 0.034
13309, 0.034
13310, 0.033
13311, 0.032
13312, 0.033
13313, 0.048
13314, 0.048
13315, 0.042
13316, 0.050
13317, 0.043
13318, 0.040
13319, 0.035
13320, 0.035
13321, 0.040
13322, 0.038
13323, 0.034
13324, 0.032
13325, 0.033
13326, 0.027
13327, 0.027
13328, 0.022
13329, 0.011
13330, 0.004
13331, 0.009
13332, 0.017
13333, 0.011
13334, 0.018
13335, 0.012
13336, 0.012
13337, 0.013
13338, 0.020
13339, 0.034
13340, 0.042
13341, 0.044
13342, 0.041
13343, 0.046
13344, 0.044
13345, 0.045
13346, 0.056
13347, 0.050
13348, 0.045
13349, 0.042
13350, 0.050
13351, 0.047
13352, 0.042
13353, 0.040
13354, 0.039
13355, 0.036
13356, 0.040
13357, 0.042
13358, 0.049
13359, 0.056
13360, 0.055
13361, 0.061
13362, 0.051
13363, 0.042
13364, 0.043
13365, 0.041
13366, 0.051
13367, 0.047
13368, 0.048
13369, 0.046
13370, 0.046
13371, 0.054
13372, 0.061
13373, 0.066
13374, 0.062
13375, 0.065
13376, 0.071
13377, 0.061
13378, 0.066
13379, 0.067
13380, 0.065
13381, 0.065
13382, 0.068
13383, 0.067
13384, 0.065
13385, 0.065
13386, 0.077
13387, 0.078
13388, 0.067
13389, 0.065
13390, 0.074
13391, 0.063
13392, 0.070
13393, 0.075
13394, 0.078
13395, 0.073
13396, 0.072
13397, 0.071
13398, 0.075
13399, 0.076
13400, 0.076
13401, 0.080
13402, 0.085
13403, 0.084
13404, 0.073
13405, 0.062
13406, 0.060
13407, 0.068
13408, 0.060
13409, 0.057
13410, 0.067
13411, 0.060
13412, 0.060
13413, 0.057
13414, 0.062
13415, 0.062
13416, 0.055
13417, 0.056
13418, 0.055
13419, 0.059
13420, 0.058
13421, 0.057
13422, 0.061
13423, 0.054
13424, 0.060
13425, 0.060
13426, 0.053
13427, 0.044
13428, 0.048
13429, 0.052
13430, 0.060
13431, 0.049
13432, 0.047
13433, 0.054
13434, 0.054
13435, 0.054
13436, 0.048
13437, 0.041
13438, 0.026
13439, 0.016
13440, 0.022
13441, 0.019
13442, 0.023
13443, 0.021
13444, 0.023
13445, 0.019
13446, 0.014
13447, 0.013
13448, 0.027
13449, 0.035
13450, 0.035
13451, 0.036
13452, 0.039
13453, 0.024
13454, 0.016
13455, 0.013
13456, 0.012
13457, 0.012
13458, 0.014
13459, 0.008
13460, -0.001
13461, 0.011
13462, 0.016
13463, 0.031
13464, 0.026
13465, 0.023
13466, 0.024
13467, 0.015
13468, 0.020
13469, 0.009
13470, 0.022
13471, 0.011
13472, 0.005
13473, -0.002
13474, -0.008
13475, -0.005
13476, -0.010
13477, -0.006
13478, -0.008
13479, -0.015
13480, -0.019
13481, -0.012
13482, -0.007
13483, -0.000
13484, -0.002
13485, 0.002
13486, -0.000
13487, 0.001
13488, 0.000
13489, -0.000
13490, -0.001
13491, 0.001
13492, 0.001
13493, -0.008
13494, 0.004
13495, 0.012
13496, 0.015
13497, 0.016
13498, 0.033
13499, 0.019
13500, 0.014
13501, 0.019
13502, 0.024
13503, 0.013
13504, 0.014
13505, 0.021
13506, 0.021
13507, 0.024
13508, 0.015
13509, 0.008
13510, -0.001
13511, -0.004
13512, -0.003
13513, -0.005
13514, 0.001
13515, -0.005
13516, -0.012
13517, -0.004
13518, -0.001
13519, 0.006
13520, -0.003
13521, -0.000
13522, 0.006
13523, 0.003
13524, 0.014
13525, 0.027
13526, 0.036
13527, 0.026
13528, 0.026
13529, 0.023
13530, 0.023
13531, 0.012
13532, 0.014
13533, 0.019
13534, 0.019
13535, 0.016
13536, 0.019
13537, 0.017
13538, 0.025
13539, 0.028
13540, 0.030
13541, 0.043
13542, 0.035
13543, 0.032
13544, 0.034
13545, 0.037
13546, 0.034
13547, 0.026
13548, 0.026
13549, 0.025
13550, 0.013
13551, 0.008
13552, 0.004
13553, -0.011
13554, -0.006
13555, -0.017
13556, -0.015
13557, -0.023
13558, -0.032
13559, -0.028
13560, -0.023
13561, -0.017
13562, -0.012
13563, -0.017
13564, -0.015
13565, -0.021
13566, -0.018
13567, -0.010
13568, -0.007
13569, -0.015
13570, -0.020
13571, -0.017
13572, -0.011
13573, -0.012
13574, -0.019
13575, -0.021
13576, -0.011
13577, -0.015
13578, -0.024
13579, -0.023
13580, -0.006
13581, -0.013
13582, -0.008
13583, -0.011
13584, -0.013
13585, -0.014
13586, -0.005
13587, -0.005
13588, -0.000
13589, 0.006
13590, 0.001
13591, 0.000
13592, -0.003
13593, -0.002
13594, -0.007
13595, 0.004
13596, 0.001
13597, -0.006
13598, -0.000
13599, 0.004
13600, 0.018
13601, 0.017
13602, 0.004
13603, 0.006
13604, -0.004
13605, -0.014
13606, -0.010
13607, -0.004
13608, 0.008
13609, 0.009
13610, 0.010
13611, 0.007
13612, -0.003
13613, 0.000
13614, -0.022
13615, -0.019
13616, -0.018
13617, -0.016
13618, -0.018
13619, -0.020
13620, -0.034
13621, -0.034
13622, -0.028
13623, -0.025
13624, -0.013
13625, -0.013
13626, -0.017
13627, -0.022
13628, -0.017
13629, -0.022
13630, -0.033
13631, -0.028
13632, -0.032
13633, -0.029
13634, -0.027
13635, -0.027
13636, -0.034
13637, -0.032
13638, -0.034
13639, -0.031
13640, -0.037
13641, -0.039
13642, -0.047
13643, -0.039
13644, -0.034
13645, -0.027
13646, -0.028
13647, -0.033
13648, -0.032
13649, -0.038
13650, -0.034
13651, -0.051
13652, -0.044
13653, -0.048
13654, -0.046
13655, -0.059
13656, -0.077
13657, -0.070
13658, -0.075
13659, -0.069
13660, -0.079
13661, -0.080
13662, -0.088
13663, -0.089
13664, -0.095
13665, -0.090
13666, -0.088
13667, -0.072
13668, -0.070
13669, -0.071
13670, -0.079
13671, -0.089
13672, -0.080
13673, -0.069
13674, -0.064
13675, -0.064
13676, -0.062
13677, -0.052
13678, -0.059
13679, -0.057
13680, -0.061
13681, -0.048
13682, -0.053
13683, -0.053
13684, -0.063
13685, -0.071
13686, -0.071
13687, -0.089
13688, -0.091
13689, -0.088
13690, -0.096
13691, -0.092
13692, -0.093
13693, -0.093
13694, -0.104
13695, -0.110
13696, -0.106
13697, -0.113
13698, -0.117
13699, -0.109
13700, -0.109
13701, -0.105
13702, -0.106
13703, -0.105
13704, -0.094
13705, -0.086
13706, -0.088
13707, -0.091
13708, -0.094
13709, -0.100
13710, -0.104
13711, -0.102
13712, -0.105
13713, -0.107
13714, -0.107
13715, -0.111
13716, -0.110
13717, -0.122
13718, -0.124
13719, -0.128
13720, -0.120
13721, -0.115
13722, -0.105
13723, -0.107
13724, -0.109
13725, -0.112
13726, -0.112
13727, -0.112
13728, -0.116
13729, -0.112
13730, -0.115
13731, -0.110
13732, -0.115
13733, -0.115
13734, -0.111
13735, -0.104
13736, -0.108
13737, -0.117
13738, -0.107
13739, -0.118
13740, -0.115
13741, -0.110
13742, -0.095
13743, -0.085
13744, -0.087
13745, -0.094
13746, -0.099
13747, -0.095
13748, -0.096
13749, -0.089
13750, -0.085
13751, -0.085
13752, -0.085
13753, -0.089
13754, -0.094
13755, -0.088
13756, -0.105
13757, -0.104
13758, -0.107
13759, -0.106
13760, -0.115
13761, -0.122
13762, -0.117
13763, -0.112
13764, -0.108
13765, -0.115
13766, -0.122
13767, -0.129
13768, -0.127
13769, -0.134
13770, -0.132
13771, -0.133
13772, -0.140
13773, -0.136
13774, -0.150
13775, -0.151
13776, -0.143
13777, -0.143
13778, -0.151
13779, -0.160
13780, -0.154
13781, -0.164
13782, -0.160
13783, -0.156
13784, -0.152
13785, -0.163
13786, -0.161
13787, -0.169
13788, -0.170
13789, -0.172
13790, -0.181
13791, -0.179
13792, -0.192
13793, -0.186
13794, -0.189
13795, -0.190
13796, -0.193
13797, -0.205
13798, -0.204
13799, -0.190
13800, -0.196
13801, -0.195
13802, -0.203
13803, -0.209
13804, -0.196
13805, -0.185
13806, -0.183
13807, -0.192
13808, -0.188
13809, -0.190
13810, -0.172
13811, -0.175
13812, -0.182
13813, -0.184
13814, -0.188
13815, -0.197
13816, -0.198
13817, -0.200
13818, -0.199
13819, -0.209
13820, -0.198
13821, -0.200
13822, -0.195
13823, -0.189
13824, -0.185
13825, -0.182
13826, -0.187
13827, -0.193
13828, -0.180
13829, -0.184
13830, -0.184
13831, -0.184
13832, -0.188
13833, -0.187
13834, -0.177
13835, -0.181
13836, -0.189
13837, -0.180
13838, -0.191
13839, -0.182
13840, -0.179
13841, -0.178
13842, -0.171
13843, -0.175
13844, -0.174
13845, -0.170
13846, -0.167
13847, -0.167
13848, -0.169
13849, -0.172
13850, -0.177
13851, -0.184
13852, -0.179
13853, -0.179
13854, -0.171
13855, -0.169
13856, -0.170
13857, -0.165
13858, -0.169
13859, -0.166
13860, -0.163
13861, -0.163
13862, -0.156
13863, -0.155
13864, -0.148
13865, -0.152
13866, -0.147
13867, -0.147
13868, -0.153
13869, -0.161
13870, -0.165
13871, -0.150
13872, -0.154
13873, -0.159
13874, -0.153
13875, -0.169
13876, -0.167
13877, -0.165
13878, -0.155
13879, -0.154
13880, -0.152
13881, -0.153
13882, -0.153
13883, -0.143
13884, -0.150
13885, -0.151
13886, -0.150
13887, -0.160
13888, -0.158
